checkpoint,eval_model,jpeg_quality,image,prompt,psnr_immunized,ssim_imm_orig,ssim_clean_edit,ssim_imm_edit,disrupted
multimodel_h1a,flux_schnell,none,image_142.png,A person in a bowling alley,48.255,0.998,0.6389,0.6423,0
multimodel_h1a,flux_schnell,none,image_142.png,A person in a climbing wall,48.255,0.998,0.6214,0.6277,0
multimodel_h1a,flux_schnell,75,image_142.png,A person in a bowling alley,38.606,0.9612,0.6389,0.6278,0
multimodel_h1a,flux_schnell,75,image_142.png,A person in a climbing wall,38.606,0.9612,0.6214,0.6362,0
multimodel_h1a,flux_schnell,70,image_142.png,A person in a bowling alley,38.037,0.9567,0.6389,0.6038,0
multimodel_h1a,flux_schnell,70,image_142.png,A person in a climbing wall,38.037,0.9567,0.6214,0.6256,0
multimodel_h1a,flux_schnell,none,image_149.png,A person in a music and arts festival,43.115,0.9957,0.6239,0.6252,0
multimodel_h1a,flux_schnell,none,image_149.png,A person in a costume party,43.115,0.9957,0.6082,0.581,0
multimodel_h1a,flux_schnell,75,image_149.png,A person in a music and arts festival,38.608,0.9644,0.6239,0.5751,0
multimodel_h1a,flux_schnell,75,image_149.png,A person in a costume party,38.608,0.9644,0.6082,0.6152,0
multimodel_h1a,flux_schnell,70,image_149.png,A person in a music and arts festival,38.172,0.9602,0.6239,0.6123,0
multimodel_h1a,flux_schnell,70,image_149.png,A person in a costume party,38.172,0.9602,0.6082,0.6001,0
multimodel_h1a,flux_schnell,none,image_151.png,A person in a charity art auction,48.552,0.9975,0.7673,0.7836,0
multimodel_h1a,flux_schnell,none,image_151.png,A person in a customs checkpoint,48.552,0.9975,0.7571,0.7617,0
multimodel_h1a,flux_schnell,75,image_151.png,A person in a charity art auction,39.102,0.9591,0.7673,0.7608,0
multimodel_h1a,flux_schnell,75,image_151.png,A person in a customs checkpoint,39.102,0.9591,0.7571,0.7399,0
multimodel_h1a,flux_schnell,70,image_151.png,A person in a charity art auction,38.58,0.9546,0.7673,0.7619,0
multimodel_h1a,flux_schnell,70,image_151.png,A person in a customs checkpoint,38.58,0.9546,0.7571,0.7644,0
multimodel_h1a,flux_schnell,none,image_152.png,A person in a city food tour,47.015,0.998,0.704,0.7026,0
multimodel_h1a,flux_schnell,none,image_152.png,A person in a flea market,47.015,0.998,0.6895,0.701,0
multimodel_h1a,flux_schnell,75,image_152.png,A person in a city food tour,38.001,0.9624,0.704,0.7039,0
multimodel_h1a,flux_schnell,75,image_152.png,A person in a flea market,38.001,0.9624,0.6895,0.6885,0
multimodel_h1a,flux_schnell,70,image_152.png,A person in a city food tour,37.438,0.958,0.704,0.7146,0
multimodel_h1a,flux_schnell,70,image_152.png,A person in a flea market,37.438,0.958,0.6895,0.69,0
multimodel_h1a,flux_schnell,none,image_160.png,A person in a flower garden,40.989,0.9936,0.6135,0.6206,0
multimodel_h1a,flux_schnell,none,image_160.png,A person in a sports field,40.989,0.9936,0.625,0.6148,0
multimodel_h1a,flux_schnell,75,image_160.png,A person in a flower garden,35.522,0.9512,0.6135,0.6158,0
multimodel_h1a,flux_schnell,75,image_160.png,A person in a sports field,35.522,0.9512,0.625,0.6107,0
multimodel_h1a,flux_schnell,70,image_160.png,A person in a flower garden,35.025,0.9457,0.6135,0.6257,0
multimodel_h1a,flux_schnell,70,image_160.png,A person in a sports field,35.025,0.9457,0.625,0.6123,0
multimodel_h1a,flux_schnell,none,image_163.png,A person in a slum,40.964,0.9968,0.4178,0.3968,0
multimodel_h1a,flux_schnell,none,image_163.png,A person in a nightclub,40.964,0.9968,0.3834,0.415,0
multimodel_h1a,flux_schnell,75,image_163.png,A person in a slum,35.696,0.9647,0.4178,0.3843,0
multimodel_h1a,flux_schnell,75,image_163.png,A person in a nightclub,35.696,0.9647,0.3834,0.3975,0
multimodel_h1a,flux_schnell,70,image_163.png,A person in a slum,34.989,0.9583,0.4178,0.3953,0
multimodel_h1a,flux_schnell,70,image_163.png,A person in a nightclub,34.989,0.9583,0.3834,0.3758,0
multimodel_h1a,flux_schnell,none,image_165.png,A person in a digital art gallery,45.688,0.9971,0.6513,0.6528,0
multimodel_h1a,flux_schnell,none,image_165.png,A person in a cocktail bar,45.688,0.9971,0.6419,0.6324,0
multimodel_h1a,flux_schnell,75,image_165.png,A person in a digital art gallery,37.615,0.9618,0.6513,0.6417,0
multimodel_h1a,flux_schnell,75,image_165.png,A person in a cocktail bar,37.615,0.9618,0.6419,0.6366,0
multimodel_h1a,flux_schnell,70,image_165.png,A person in a digital art gallery,37.038,0.9573,0.6513,0.639,0
multimodel_h1a,flux_schnell,70,image_165.png,A person in a cocktail bar,37.038,0.9573,0.6419,0.6156,0
multimodel_h1a,flux_schnell,none,image_169.png,A person in a technology fair,45.332,0.9934,0.6866,0.6709,0
multimodel_h1a,flux_schnell,none,image_169.png,A person in a food truck park,45.332,0.9934,0.682,0.6826,0
multimodel_h1a,flux_schnell,75,image_169.png,A person in a technology fair,37.992,0.9602,0.6866,0.6748,0
multimodel_h1a,flux_schnell,75,image_169.png,A person in a food truck park,37.992,0.9602,0.682,0.6641,0
multimodel_h1a,flux_schnell,70,image_169.png,A person in a technology fair,37.504,0.956,0.6866,0.6652,0
multimodel_h1a,flux_schnell,70,image_169.png,A person in a food truck park,37.504,0.956,0.682,0.6735,0
multimodel_h1a,flux_schnell,none,image_170.png,A person in a casino lounge,39.83,0.9955,0.5571,0.5629,0
multimodel_h1a,flux_schnell,none,image_170.png,A person in a dance festival,39.83,0.9955,0.573,0.5561,0
multimodel_h1a,flux_schnell,75,image_170.png,A person in a casino lounge,35.335,0.9627,0.5571,0.5387,0
multimodel_h1a,flux_schnell,75,image_170.png,A person in a dance festival,35.335,0.9627,0.573,0.5675,0
multimodel_h1a,flux_schnell,70,image_170.png,A person in a casino lounge,34.988,0.9586,0.5571,0.5521,0
multimodel_h1a,flux_schnell,70,image_170.png,A person in a dance festival,34.988,0.9586,0.573,0.5616,0
multimodel_h1a,flux_schnell,none,image_180.png,A person in a rooftop lounge,39.018,0.9922,0.4829,0.5053,0
multimodel_h1a,flux_schnell,none,image_180.png,A person in a gym sauna,39.018,0.9922,0.4941,0.4815,0
multimodel_h1a,flux_schnell,75,image_180.png,A person in a rooftop lounge,33.957,0.9432,0.4829,0.4971,0
multimodel_h1a,flux_schnell,75,image_180.png,A person in a gym sauna,33.957,0.9432,0.4941,0.4795,0
multimodel_h1a,flux_schnell,70,image_180.png,A person in a rooftop lounge,33.546,0.9367,0.4829,0.4799,0
multimodel_h1a,flux_schnell,70,image_180.png,A person in a gym sauna,33.546,0.9367,0.4941,0.4726,0
multimodel_h1a,flux_schnell,none,image_181.png,A person in a butcher shop,50.728,0.9985,0.7001,0.6755,0
multimodel_h1a,flux_schnell,none,image_181.png,A person in a highway rest stop,50.728,0.9985,0.7079,0.6933,0
multimodel_h1a,flux_schnell,75,image_181.png,A person in a butcher shop,39.901,0.9647,0.7001,0.6758,0
multimodel_h1a,flux_schnell,75,image_181.png,A person in a highway rest stop,39.901,0.9647,0.7079,0.6751,0
multimodel_h1a,flux_schnell,70,image_181.png,A person in a butcher shop,39.385,0.961,0.7001,0.6969,0
multimodel_h1a,flux_schnell,70,image_181.png,A person in a highway rest stop,39.385,0.961,0.7079,0.6675,0
multimodel_h1a,flux_schnell,none,image_185.png,A person in a golf course clubhouse,49.211,0.9975,0.5906,0.5798,0
multimodel_h1a,flux_schnell,none,image_185.png,A person in a rehab facility,49.211,0.9975,0.5884,0.5924,0
multimodel_h1a,flux_schnell,75,image_185.png,A person in a golf course clubhouse,38.264,0.9661,0.5906,0.5884,0
multimodel_h1a,flux_schnell,75,image_185.png,A person in a rehab facility,38.264,0.9661,0.5884,0.592,0
multimodel_h1a,flux_schnell,70,image_185.png,A person in a golf course clubhouse,37.708,0.9623,0.5906,0.5957,0
multimodel_h1a,flux_schnell,70,image_185.png,A person in a rehab facility,37.708,0.9623,0.5884,0.5825,0
multimodel_h1a,flux_schnell,none,image_186.png,A person in a community arts and crafts market,38.322,0.9913,0.6798,0.6708,0
multimodel_h1a,flux_schnell,none,image_186.png,A person in a church sanctuary,38.322,0.9913,0.6833,0.6736,0
multimodel_h1a,flux_schnell,75,image_186.png,A person in a community arts and crafts market,34.485,0.9587,0.6798,0.6712,0
multimodel_h1a,flux_schnell,75,image_186.png,A person in a church sanctuary,34.485,0.9587,0.6833,0.6763,0
multimodel_h1a,flux_schnell,70,image_186.png,A person in a community arts and crafts market,33.941,0.9546,0.6798,0.6658,0
multimodel_h1a,flux_schnell,70,image_186.png,A person in a church sanctuary,33.941,0.9546,0.6833,0.6647,0
multimodel_h1a,flux_schnell,none,image_189.png,A person in a vintage arts fair,42.335,0.9948,0.6156,0.6013,0
multimodel_h1a,flux_schnell,none,image_189.png,A person in a bowling alley,42.335,0.9948,0.6156,0.6175,0
multimodel_h1a,flux_schnell,75,image_189.png,A person in a vintage arts fair,34.979,0.9528,0.6156,0.5982,0
multimodel_h1a,flux_schnell,75,image_189.png,A person in a bowling alley,34.979,0.9528,0.6156,0.5865,0
multimodel_h1a,flux_schnell,70,image_189.png,A person in a vintage arts fair,34.472,0.9482,0.6156,0.6029,0
multimodel_h1a,flux_schnell,70,image_189.png,A person in a bowling alley,34.472,0.9482,0.6156,0.5908,0
multimodel_h1a,flux_schnell,none,image_201.png,A person in a high-end restaurant,47.916,0.9974,0.6641,0.6511,0
multimodel_h1a,flux_schnell,none,image_201.png,A person in a bowling alley,47.916,0.9974,0.6622,0.6458,0
multimodel_h1a,flux_schnell,75,image_201.png,A person in a high-end restaurant,38.435,0.9595,0.6641,0.6391,0
multimodel_h1a,flux_schnell,75,image_201.png,A person in a bowling alley,38.435,0.9595,0.6622,0.6567,0
multimodel_h1a,flux_schnell,70,image_201.png,A person in a high-end restaurant,37.934,0.9544,0.6641,0.6502,0
multimodel_h1a,flux_schnell,70,image_201.png,A person in a bowling alley,37.934,0.9544,0.6622,0.6675,0
multimodel_h1a,flux_schnell,none,image_203.png,A person in a gymnasium,45.548,0.9966,0.8498,0.846,0
multimodel_h1a,flux_schnell,none,image_203.png,A person in a brothel,45.548,0.9966,0.8461,0.844,0
multimodel_h1a,flux_schnell,75,image_203.png,A person in a gymnasium,39.214,0.9749,0.8498,0.8386,0
multimodel_h1a,flux_schnell,75,image_203.png,A person in a brothel,39.214,0.9749,0.8461,0.8262,0
multimodel_h1a,flux_schnell,70,image_203.png,A person in a gymnasium,38.763,0.9724,0.8498,0.8419,0
multimodel_h1a,flux_schnell,70,image_203.png,A person in a brothel,38.763,0.9724,0.8461,0.8357,0
multimodel_h1a,flux_schnell,none,image_209.png,A person in a summer camp,47.179,0.9969,0.6636,0.6406,0
multimodel_h1a,flux_schnell,none,image_209.png,A person in a TV studio,47.179,0.9969,0.6593,0.6499,0
multimodel_h1a,flux_schnell,75,image_209.png,A person in a summer camp,37.956,0.9646,0.6636,0.6512,0
multimodel_h1a,flux_schnell,75,image_209.png,A person in a TV studio,37.956,0.9646,0.6593,0.6325,0
multimodel_h1a,flux_schnell,70,image_209.png,A person in a summer camp,37.167,0.9587,0.6636,0.6521,0
multimodel_h1a,flux_schnell,70,image_209.png,A person in a TV studio,37.167,0.9587,0.6593,0.6363,0
multimodel_h1a,flux_schnell,none,image_212.png,A person in a street vendor stand,45.791,0.9952,0.8245,0.8245,0
multimodel_h1a,flux_schnell,none,image_212.png,A person in a dog park picnic,45.791,0.9952,0.8254,0.8269,0
multimodel_h1a,flux_schnell,75,image_212.png,A person in a street vendor stand,37.725,0.9686,0.8245,0.819,0
multimodel_h1a,flux_schnell,75,image_212.png,A person in a dog park picnic,37.725,0.9686,0.8254,0.8069,0
multimodel_h1a,flux_schnell,70,image_212.png,A person in a street vendor stand,37.144,0.9651,0.8245,0.8124,0
multimodel_h1a,flux_schnell,70,image_212.png,A person in a dog park picnic,37.144,0.9651,0.8254,0.8185,0
multimodel_h1a,flux_schnell,none,image_213.png,A person in a science museum exhibit,49.051,0.9973,0.632,0.6278,0
multimodel_h1a,flux_schnell,none,image_213.png,A person in a woodworking shop,49.051,0.9973,0.6369,0.6405,0
multimodel_h1a,flux_schnell,75,image_213.png,A person in a science museum exhibit,38.702,0.9678,0.632,0.6265,0
multimodel_h1a,flux_schnell,75,image_213.png,A person in a woodworking shop,38.702,0.9678,0.6369,0.6297,0
multimodel_h1a,flux_schnell,70,image_213.png,A person in a science museum exhibit,38.203,0.9641,0.632,0.6444,0
multimodel_h1a,flux_schnell,70,image_213.png,A person in a woodworking shop,38.203,0.9641,0.6369,0.6242,0
sd15_only,sd35,none,image_1.png,A person in a weekend market,89.232,1.0,0.2577,0.2535,0
sd15_only,sd35,none,image_1.png,A person in a police evidence room,89.232,1.0,0.2544,0.2535,0
sd15_only,sd35,75,image_1.png,A person in a weekend market,38.408,0.9634,0.2577,0.251,0
sd15_only,sd35,75,image_1.png,A person in a police evidence room,38.408,0.9634,0.2544,0.2524,0
sd15_only,sd35,70,image_1.png,A person in a weekend market,37.81,0.959,0.2577,0.2513,0
sd15_only,sd35,70,image_1.png,A person in a police evidence room,37.81,0.959,0.2544,0.2519,0
sd15_only,sd35,none,image_3.png,A person in a weekend market,86.853,1.0,0.2344,0.234,0
sd15_only,sd35,none,image_3.png,A person in a TV newsroom,86.853,1.0,0.2333,0.2348,0
sd15_only,sd35,75,image_3.png,A person in a weekend market,37.249,0.9599,0.2344,0.2278,0
sd15_only,sd35,75,image_3.png,A person in a TV newsroom,37.249,0.9599,0.2333,0.233,0
sd15_only,sd35,70,image_3.png,A person in a weekend market,36.643,0.9545,0.2344,0.2338,0
sd15_only,sd35,70,image_3.png,A person in a TV newsroom,36.643,0.9545,0.2333,0.2309,0
sd15_only,sd35,none,image_5.png,A person in a church sanctuary,86.978,1.0,0.2398,0.2365,0
sd15_only,sd35,none,image_5.png,A person in a charity art auction,86.978,1.0,0.2379,0.2405,0
sd15_only,sd35,75,image_5.png,A person in a church sanctuary,37.806,0.9654,0.2398,0.2376,0
sd15_only,sd35,75,image_5.png,A person in a charity art auction,37.806,0.9654,0.2379,0.2355,0
sd15_only,sd35,70,image_5.png,A person in a church sanctuary,37.087,0.9606,0.2398,0.2341,0
sd15_only,sd35,70,image_5.png,A person in a charity art auction,37.087,0.9606,0.2379,0.2352,0
sd15_only,sd35,none,image_9.png,A person in a sports field,57.011,0.9996,0.1816,0.1802,0
sd15_only,sd35,none,image_9.png,A person in a waterside cafe,57.011,0.9996,0.1817,0.1815,0
sd15_only,sd35,75,image_9.png,A person in a sports field,39.42,0.9719,0.1816,0.1771,0
sd15_only,sd35,75,image_9.png,A person in a waterside cafe,39.42,0.9719,0.1817,0.1777,0
sd15_only,sd35,70,image_9.png,A person in a sports field,38.575,0.9674,0.1816,0.1785,0
sd15_only,sd35,70,image_9.png,A person in a waterside cafe,38.575,0.9674,0.1817,0.1781,0
sd15_only,sd35,none,image_13.png,A person in a drive-in theater,89.086,1.0,0.1903,0.1912,0
sd15_only,sd35,none,image_13.png,A person in a shelter,89.086,1.0,0.1922,0.1899,0
sd15_only,sd35,75,image_13.png,A person in a drive-in theater,38.48,0.9651,0.1903,0.1881,0
sd15_only,sd35,75,image_13.png,A person in a shelter,38.48,0.9651,0.1922,0.1872,0
sd15_only,sd35,70,image_13.png,A person in a drive-in theater,37.811,0.9611,0.1903,0.1856,0
sd15_only,sd35,70,image_13.png,A person in a shelter,37.811,0.9611,0.1922,0.1899,0
sd15_only,sd35,none,image_18.png,A person in a food truck park,87.81,1.0,0.261,0.2645,0
sd15_only,sd35,none,image_18.png,A person in a ice cream parlor,87.81,1.0,0.2626,0.2638,0
sd15_only,sd35,75,image_18.png,A person in a food truck park,38.419,0.9691,0.261,0.2619,0
sd15_only,sd35,75,image_18.png,A person in a ice cream parlor,38.419,0.9691,0.2626,0.2608,0
sd15_only,sd35,70,image_18.png,A person in a food truck park,37.703,0.9652,0.261,0.2619,0
sd15_only,sd35,70,image_18.png,A person in a ice cream parlor,37.703,0.9652,0.2626,0.2594,0
sd15_only,sd35,none,image_22.png,A person in a betting shop,61.366,0.9998,0.1647,0.1591,0
sd15_only,sd35,none,image_22.png,A person in a charity art auction,61.366,0.9998,0.1637,0.1622,0
sd15_only,sd35,75,image_22.png,A person in a betting shop,38.69,0.9647,0.1647,0.1579,0
sd15_only,sd35,75,image_22.png,A person in a charity art auction,38.69,0.9647,0.1637,0.1582,0
sd15_only,sd35,70,image_22.png,A person in a betting shop,38.106,0.9606,0.1647,0.1586,0
sd15_only,sd35,70,image_22.png,A person in a charity art auction,38.106,0.9606,0.1637,0.1588,0
sd15_only,sd35,none,image_23.png,A person in a shelter,84.291,1.0,0.2348,0.2317,0
sd15_only,sd35,none,image_23.png,A person in a local art market,84.291,1.0,0.2327,0.2311,0
sd15_only,sd35,75,image_23.png,A person in a shelter,37.597,0.9565,0.2348,0.2268,0
sd15_only,sd35,75,image_23.png,A person in a local art market,37.597,0.9565,0.2327,0.2292,0
sd15_only,sd35,70,image_23.png,A person in a shelter,37.016,0.9514,0.2348,0.2278,0
sd15_only,sd35,70,image_23.png,A person in a local art market,37.016,0.9514,0.2327,0.2284,0
sd15_only,sd35,none,image_29.png,A person in a historic landmark event,87.776,1.0,0.2512,0.2537,0
sd15_only,sd35,none,image_29.png,A person in a gymnasium,87.776,1.0,0.2494,0.2495,0
sd15_only,sd35,75,image_29.png,A person in a historic landmark event,39.314,0.9752,0.2512,0.2458,0
sd15_only,sd35,75,image_29.png,A person in a gymnasium,39.314,0.9752,0.2494,0.2474,0
sd15_only,sd35,70,image_29.png,A person in a historic landmark event,38.652,0.9724,0.2512,0.2468,0
sd15_only,sd35,70,image_29.png,A person in a gymnasium,38.652,0.9724,0.2494,0.2471,0
sd15_only,sd35,none,image_32.png,A person in a local art market,86.915,1.0,0.2058,0.2047,0
sd15_only,sd35,none,image_32.png,A person in a pet festival,86.915,1.0,0.2074,0.2055,0
sd15_only,sd35,75,image_32.png,A person in a local art market,37.775,0.9637,0.2058,0.2028,0
sd15_only,sd35,75,image_32.png,A person in a pet festival,37.775,0.9637,0.2074,0.2035,0
sd15_only,sd35,70,image_32.png,A person in a local art market,37.18,0.9593,0.2058,0.2042,0
sd15_only,sd35,70,image_32.png,A person in a pet festival,37.18,0.9593,0.2074,0.203,0
sd15_only,sd35,none,image_33.png,A person in a basement,80.061,1.0,0.2362,0.2364,0
sd15_only,sd35,none,image_33.png,A person in a movie set,80.061,1.0,0.2378,0.2349,0
sd15_only,sd35,75,image_33.png,A person in a basement,39.657,0.9671,0.2362,0.2325,0
sd15_only,sd35,75,image_33.png,A person in a movie set,39.657,0.9671,0.2378,0.233,0
sd15_only,sd35,70,image_33.png,A person in a basement,39.04,0.9629,0.2362,0.2334,0
sd15_only,sd35,70,image_33.png,A person in a movie set,39.04,0.9629,0.2378,0.2317,0
sd15_only,sd35,none,image_37.png,A person in a garage,78.357,1.0,0.2663,0.261,0
sd15_only,sd35,none,image_37.png,A person in a tech startup launch,78.357,1.0,0.2644,0.2656,0
sd15_only,sd35,75,image_37.png,A person in a garage,39.036,0.9693,0.2663,0.2591,0
sd15_only,sd35,75,image_37.png,A person in a tech startup launch,39.036,0.9693,0.2644,0.2609,0
sd15_only,sd35,70,image_37.png,A person in a garage,38.47,0.9664,0.2663,0.2589,0
sd15_only,sd35,70,image_37.png,A person in a tech startup launch,38.47,0.9664,0.2644,0.2604,0
sd15_only,sd35,none,image_47.png,A person in a hot dog stand,87.729,1.0,0.2305,0.2316,0
sd15_only,sd35,none,image_47.png,A person in a creative writing event,87.729,1.0,0.2312,0.2349,0
sd15_only,sd35,75,image_47.png,A person in a hot dog stand,38.041,0.9673,0.2305,0.2292,0
sd15_only,sd35,75,image_47.png,A person in a creative writing event,38.041,0.9673,0.2312,0.2294,0
sd15_only,sd35,70,image_47.png,A person in a hot dog stand,37.462,0.9638,0.2305,0.2282,0
sd15_only,sd35,70,image_47.png,A person in a creative writing event,37.462,0.9638,0.2312,0.2293,0
sd15_only,sd35,none,image_49.png,A person in a music and arts festival,86.681,1.0,0.2664,0.2661,0
sd15_only,sd35,none,image_49.png,A person in a bus stop shelter,86.681,1.0,0.2704,0.2698,0
sd15_only,sd35,75,image_49.png,A person in a music and arts festival,38.351,0.9596,0.2664,0.2606,0
sd15_only,sd35,75,image_49.png,A person in a bus stop shelter,38.351,0.9596,0.2704,0.2618,0
sd15_only,sd35,70,image_49.png,A person in a music and arts festival,37.745,0.9543,0.2664,0.2599,0
sd15_only,sd35,70,image_49.png,A person in a bus stop shelter,37.745,0.9543,0.2704,0.2614,0
sd15_only,sd35,none,image_53.png,A person in a parking structure,87.27,1.0,0.1969,0.1961,0
sd15_only,sd35,none,image_53.png,A person in a science museum exhibit,87.27,1.0,0.1974,0.1945,0
sd15_only,sd35,75,image_53.png,A person in a parking structure,38.573,0.9643,0.1969,0.1941,0
sd15_only,sd35,75,image_53.png,A person in a science museum exhibit,38.573,0.9643,0.1974,0.1951,0
sd15_only,sd35,70,image_53.png,A person in a parking structure,37.943,0.959,0.1969,0.1948,0
sd15_only,sd35,70,image_53.png,A person in a science museum exhibit,37.943,0.959,0.1974,0.1939,0
sd15_only,sd35,none,image_57.png,A person in a gym sauna,88.102,1.0,0.2413,0.2403,0
sd15_only,sd35,none,image_57.png,A person in a community theater production,88.102,1.0,0.2434,0.2429,0
sd15_only,sd35,75,image_57.png,A person in a gym sauna,38.139,0.9664,0.2413,0.2373,0
sd15_only,sd35,75,image_57.png,A person in a community theater production,38.139,0.9664,0.2434,0.2355,0
sd15_only,sd35,70,image_57.png,A person in a gym sauna,37.534,0.9627,0.2413,0.2373,0
sd15_only,sd35,70,image_57.png,A person in a community theater production,37.534,0.9627,0.2434,0.2358,0
sd15_only,sd35,none,image_58.png,A person in a costume shop,75.955,1.0,0.2531,0.2524,0
sd15_only,sd35,none,image_58.png,A person in a candle shop,75.955,1.0,0.2509,0.2505,0
sd15_only,sd35,75,image_58.png,A person in a costume shop,34.496,0.9444,0.2531,0.2478,0
sd15_only,sd35,75,image_58.png,A person in a candle shop,34.496,0.9444,0.2509,0.2465,0
sd15_only,sd35,70,image_58.png,A person in a costume shop,33.856,0.9381,0.2531,0.2478,0
sd15_only,sd35,70,image_58.png,A person in a candle shop,33.856,0.9381,0.2509,0.2462,0
sd15_only,sd35,none,image_66.png,A person in a gym sauna,89.388,1.0,0.2457,0.2452,0
sd15_only,sd35,none,image_66.png,A person in a technology fair,89.388,1.0,0.2487,0.2453,0
sd15_only,sd35,75,image_66.png,A person in a gym sauna,40.2,0.9763,0.2457,0.2444,0
sd15_only,sd35,75,image_66.png,A person in a technology fair,40.2,0.9763,0.2487,0.244,0
sd15_only,sd35,70,image_66.png,A person in a gym sauna,39.578,0.9737,0.2457,0.2438,0
sd15_only,sd35,70,image_66.png,A person in a technology fair,39.578,0.9737,0.2487,0.2424,0
sd15_only,sd35,none,image_67.png,A person in a butcher’s shop,88.827,1.0,0.2459,0.2431,0
sd15_only,sd35,none,image_67.png,A person in a pet festival,88.827,1.0,0.2423,0.2418,0
sd15_only,sd35,75,image_67.png,A person in a butcher’s shop,39.683,0.9727,0.2459,0.2397,0
sd15_only,sd35,75,image_67.png,A person in a pet festival,39.683,0.9727,0.2423,0.2392,0
sd15_only,sd35,70,image_67.png,A person in a butcher’s shop,38.983,0.9696,0.2459,0.2386,0
sd15_only,sd35,70,image_67.png,A person in a pet festival,38.983,0.9696,0.2423,0.2393,0
sd15_only,sd35,none,image_73.png,A person in a locker room,86.084,1.0,0.2176,0.2196,0
sd15_only,sd35,none,image_73.png,A person in a street market,86.084,1.0,0.2177,0.2156,0
sd15_only,sd35,75,image_73.png,A person in a locker room,37.504,0.9552,0.2176,0.2128,0
sd15_only,sd35,75,image_73.png,A person in a street market,37.504,0.9552,0.2177,0.2124,0
sd15_only,sd35,70,image_73.png,A person in a locker room,36.891,0.9502,0.2176,0.2122,0
sd15_only,sd35,70,image_73.png,A person in a street market,36.891,0.9502,0.2177,0.2149,0
sd15_only,sd35,none,image_80.png,A person in a hot dog stand,83.598,1.0,0.2281,0.2296,0
sd15_only,sd35,none,image_80.png,A person in a bridal fitting room,83.598,1.0,0.2254,0.2278,0
sd15_only,sd35,75,image_80.png,A person in a hot dog stand,37.282,0.9632,0.2281,0.2262,0
sd15_only,sd35,75,image_80.png,A person in a bridal fitting room,37.282,0.9632,0.2254,0.2229,0
sd15_only,sd35,70,image_80.png,A person in a hot dog stand,36.501,0.9573,0.2281,0.2224,0
sd15_only,sd35,70,image_80.png,A person in a bridal fitting room,36.501,0.9573,0.2254,0.2259,0
sd15_only,sd35,none,image_82.png,A person in a beach resort,89.514,1.0,0.1991,0.1985,0
sd15_only,sd35,none,image_82.png,A person in a transit station,89.514,1.0,0.1991,0.199,0
sd15_only,sd35,75,image_82.png,A person in a beach resort,40.209,0.9737,0.1991,0.1942,0
sd15_only,sd35,75,image_82.png,A person in a transit station,40.209,0.9737,0.1991,0.1942,0
sd15_only,sd35,70,image_82.png,A person in a beach resort,39.469,0.9697,0.1991,0.1944,0
sd15_only,sd35,70,image_82.png,A person in a transit station,39.469,0.9697,0.1991,0.1926,0
sd15_only,sd35,none,image_93.png,A person in a motel room,82.869,1.0,0.2809,0.2816,0
sd15_only,sd35,none,image_93.png,A person in a tech launch event,82.869,1.0,0.283,0.2788,0
sd15_only,sd35,75,image_93.png,A person in a motel room,35.343,0.9631,0.2809,0.281,0
sd15_only,sd35,75,image_93.png,A person in a tech launch event,35.343,0.9631,0.283,0.2786,0
sd15_only,sd35,70,image_93.png,A person in a motel room,34.618,0.9582,0.2809,0.2813,0
sd15_only,sd35,70,image_93.png,A person in a tech launch event,34.618,0.9582,0.283,0.2811,0
sd15_only,sd35,none,image_94.png,A person in a computer lab,76.658,1.0,0.2655,0.2646,0
sd15_only,sd35,none,image_94.png,A person in a lobby,76.658,1.0,0.2677,0.2663,0
sd15_only,sd35,75,image_94.png,A person in a computer lab,37.508,0.9684,0.2655,0.2622,0
sd15_only,sd35,75,image_94.png,A person in a lobby,37.508,0.9684,0.2677,0.27,0
sd15_only,sd35,70,image_94.png,A person in a computer lab,36.77,0.9642,0.2655,0.2618,0
sd15_only,sd35,70,image_94.png,A person in a lobby,36.77,0.9642,0.2677,0.2646,0
sd15_only,sd35,none,image_104.png,A person in a pet festival,87.855,1.0,0.1965,0.1933,0
sd15_only,sd35,none,image_104.png,A person in a slum,87.855,1.0,0.1981,0.1964,0
sd15_only,sd35,75,image_104.png,A person in a pet festival,38.819,0.9665,0.1965,0.1988,0
sd15_only,sd35,75,image_104.png,A person in a slum,38.819,0.9665,0.1981,0.1934,0
sd15_only,sd35,70,image_104.png,A person in a pet festival,38.204,0.9625,0.1965,0.1936,0
sd15_only,sd35,70,image_104.png,A person in a slum,38.204,0.9625,0.1981,0.1979,0
sd15_only,sd35,none,image_110.png,A person in a gym sauna,89.367,1.0,0.255,0.2535,0
sd15_only,sd35,none,image_110.png,A person in a glass factory,89.367,1.0,0.2539,0.2556,0
sd15_only,sd35,75,image_110.png,A person in a gym sauna,39.318,0.9699,0.255,0.2536,0
sd15_only,sd35,75,image_110.png,A person in a glass factory,39.318,0.9699,0.2539,0.2529,0
sd15_only,sd35,70,image_110.png,A person in a gym sauna,38.719,0.9665,0.255,0.2531,0
sd15_only,sd35,70,image_110.png,A person in a glass factory,38.719,0.9665,0.2539,0.2561,0
sd15_only,sd35,none,image_115.png,A person in a tram stop,86.178,1.0,0.27,0.2697,0
sd15_only,sd35,none,image_115.png,A person in a fish market,86.178,1.0,0.268,0.2672,0
sd15_only,sd35,75,image_115.png,A person in a tram stop,36.618,0.959,0.27,0.2699,0
sd15_only,sd35,75,image_115.png,A person in a fish market,36.618,0.959,0.268,0.2685,0
