checkpoint,eval_model,jpeg_quality,image,prompt,psnr_immunized,ssim_imm_orig,ssim_clean_edit,ssim_imm_edit,disrupted
multimodel_h1a,sd15,75,image_185.png,A person in a golf course clubhouse,38.264,0.9661,0.5888,0.6176,0
multimodel_h1a,sd15,75,image_185.png,A person in a rehab facility,38.264,0.9661,0.6183,0.6326,0
multimodel_h1a,sd15,70,image_185.png,A person in a golf course clubhouse,37.708,0.9623,0.5888,0.5612,0
multimodel_h1a,sd15,70,image_185.png,A person in a rehab facility,37.708,0.9623,0.6183,0.6423,0
multimodel_h1a,sd15,none,image_186.png,A person in a community arts and crafts market,38.322,0.9913,0.4849,0.4977,0
multimodel_h1a,sd15,none,image_186.png,A person in a church sanctuary,38.322,0.9913,0.5285,0.351,1
multimodel_h1a,sd15,75,image_186.png,A person in a community arts and crafts market,34.485,0.9587,0.4849,0.4974,0
multimodel_h1a,sd15,75,image_186.png,A person in a church sanctuary,34.485,0.9587,0.5285,0.4033,1
multimodel_h1a,sd15,70,image_186.png,A person in a community arts and crafts market,33.941,0.9546,0.4849,0.5854,0
multimodel_h1a,sd15,70,image_186.png,A person in a church sanctuary,33.941,0.9546,0.5285,0.4908,0
multimodel_h1a,sd15,none,image_189.png,A person in a vintage arts fair,42.335,0.9948,0.5049,0.4831,0
multimodel_h1a,sd15,none,image_189.png,A person in a bowling alley,42.335,0.9948,0.4564,0.4449,0
multimodel_h1a,sd15,75,image_189.png,A person in a vintage arts fair,34.979,0.9528,0.5049,0.4999,0
multimodel_h1a,sd15,75,image_189.png,A person in a bowling alley,34.979,0.9528,0.4564,0.4302,0
multimodel_h1a,sd15,70,image_189.png,A person in a vintage arts fair,34.472,0.9482,0.5049,0.5398,0
multimodel_h1a,sd15,70,image_189.png,A person in a bowling alley,34.472,0.9482,0.4564,0.4115,0
multimodel_h1a,sd15,none,image_201.png,A person in a high-end restaurant,47.916,0.9974,0.5203,0.4441,1
multimodel_h1a,sd15,none,image_201.png,A person in a bowling alley,47.916,0.9974,0.4026,0.4156,0
multimodel_h1a,sd15,75,image_201.png,A person in a high-end restaurant,38.435,0.9595,0.5203,0.4167,1
multimodel_h1a,sd15,75,image_201.png,A person in a bowling alley,38.435,0.9595,0.4026,0.3456,1
multimodel_h1a,sd15,70,image_201.png,A person in a high-end restaurant,37.934,0.9544,0.5203,0.4296,1
multimodel_h1a,sd15,70,image_201.png,A person in a bowling alley,37.934,0.9544,0.4026,0.3894,0
multimodel_h1a,sd15,none,image_203.png,A person in a gymnasium,45.548,0.9966,0.6778,0.7239,0
multimodel_h1a,sd15,none,image_203.png,A person in a brothel,45.548,0.9966,0.7249,0.6658,1
multimodel_h1a,sd15,75,image_203.png,A person in a gymnasium,39.214,0.9749,0.6778,0.7571,0
multimodel_h1a,sd15,75,image_203.png,A person in a brothel,39.214,0.9749,0.7249,0.7343,0
multimodel_h1a,sd15,70,image_203.png,A person in a gymnasium,38.763,0.9724,0.6778,0.7344,0
multimodel_h1a,sd15,70,image_203.png,A person in a brothel,38.763,0.9724,0.7249,0.6986,0
multimodel_h1a,sd15,none,image_209.png,A person in a summer camp,47.179,0.9969,0.4968,0.4836,0
multimodel_h1a,sd15,none,image_209.png,A person in a TV studio,47.179,0.9969,0.4784,0.4999,0
multimodel_h1a,sd15,75,image_209.png,A person in a summer camp,37.956,0.9646,0.4968,0.4511,0
multimodel_h1a,sd15,75,image_209.png,A person in a TV studio,37.956,0.9646,0.4784,0.4927,0
multimodel_h1a,sd15,70,image_209.png,A person in a summer camp,37.167,0.9587,0.4968,0.5078,0
multimodel_h1a,sd15,70,image_209.png,A person in a TV studio,37.167,0.9587,0.4784,0.4942,0
multimodel_h1a,sd15,none,image_212.png,A person in a street vendor stand,45.791,0.9952,0.6117,0.7043,0
multimodel_h1a,sd15,none,image_212.png,A person in a dog park picnic,45.791,0.9952,0.6816,0.6624,0
multimodel_h1a,sd15,75,image_212.png,A person in a street vendor stand,37.725,0.9686,0.6117,0.6633,0
multimodel_h1a,sd15,75,image_212.png,A person in a dog park picnic,37.725,0.9686,0.6816,0.6831,0
multimodel_h1a,sd15,70,image_212.png,A person in a street vendor stand,37.144,0.9651,0.6117,0.6434,0
multimodel_h1a,sd15,70,image_212.png,A person in a dog park picnic,37.144,0.9651,0.6816,0.6883,0
multimodel_h1a,sd15,none,image_213.png,A person in a science museum exhibit,49.051,0.9973,0.6109,0.5873,0
multimodel_h1a,sd15,none,image_213.png,A person in a woodworking shop,49.051,0.9973,0.561,0.5324,0
multimodel_h1a,sd15,75,image_213.png,A person in a science museum exhibit,38.702,0.9678,0.6109,0.5811,0
multimodel_h1a,sd15,75,image_213.png,A person in a woodworking shop,38.702,0.9678,0.561,0.5742,0
multimodel_h1a,sd15,70,image_213.png,A person in a science museum exhibit,38.203,0.9641,0.6109,0.6192,0
multimodel_h1a,sd15,70,image_213.png,A person in a woodworking shop,38.203,0.9641,0.561,0.6094,0
sd15_only,flux_schnell,none,image_1.png,A person in a weekend market,89.232,1.0,0.5506,0.5288,0
sd15_only,flux_schnell,none,image_1.png,A person in a police evidence room,89.232,1.0,0.552,0.5554,0
sd15_only,flux_schnell,75,image_1.png,A person in a weekend market,38.408,0.9634,0.5506,0.5326,0
sd15_only,flux_schnell,75,image_1.png,A person in a police evidence room,38.408,0.9634,0.552,0.537,0
sd15_only,flux_schnell,70,image_1.png,A person in a weekend market,37.81,0.959,0.5506,0.5463,0
sd15_only,flux_schnell,70,image_1.png,A person in a police evidence room,37.81,0.959,0.552,0.525,0
sd15_only,flux_schnell,none,image_3.png,A person in a weekend market,86.853,1.0,0.5141,0.5264,0
sd15_only,flux_schnell,none,image_3.png,A person in a TV newsroom,86.853,1.0,0.5106,0.4984,0
sd15_only,flux_schnell,75,image_3.png,A person in a weekend market,37.249,0.9599,0.5141,0.4938,0
sd15_only,flux_schnell,75,image_3.png,A person in a TV newsroom,37.249,0.9599,0.5106,0.4998,0
sd15_only,flux_schnell,70,image_3.png,A person in a weekend market,36.643,0.9545,0.5141,0.4947,0
sd15_only,flux_schnell,70,image_3.png,A person in a TV newsroom,36.643,0.9545,0.5106,0.5197,0
sd15_only,flux_schnell,none,image_5.png,A person in a church sanctuary,86.978,1.0,0.7583,0.7641,0
sd15_only,flux_schnell,none,image_5.png,A person in a charity art auction,86.978,1.0,0.7668,0.7685,0
sd15_only,flux_schnell,75,image_5.png,A person in a church sanctuary,37.806,0.9654,0.7583,0.7486,0
sd15_only,flux_schnell,75,image_5.png,A person in a charity art auction,37.806,0.9654,0.7668,0.754,0
sd15_only,flux_schnell,70,image_5.png,A person in a church sanctuary,37.087,0.9606,0.7583,0.7558,0
sd15_only,flux_schnell,70,image_5.png,A person in a charity art auction,37.087,0.9606,0.7668,0.751,0
sd15_only,flux_schnell,none,image_9.png,A person in a sports field,57.011,0.9996,0.6166,0.6288,0
sd15_only,flux_schnell,none,image_9.png,A person in a waterside cafe,57.011,0.9996,0.5923,0.5746,0
sd15_only,flux_schnell,75,image_9.png,A person in a sports field,39.42,0.9719,0.6166,0.623,0
sd15_only,flux_schnell,75,image_9.png,A person in a waterside cafe,39.42,0.9719,0.5923,0.6058,0
sd15_only,flux_schnell,70,image_9.png,A person in a sports field,38.575,0.9674,0.6166,0.5508,1
sd15_only,flux_schnell,70,image_9.png,A person in a waterside cafe,38.575,0.9674,0.5923,0.5715,0
sd15_only,flux_schnell,none,image_13.png,A person in a drive-in theater,89.086,1.0,0.7523,0.7535,0
sd15_only,flux_schnell,none,image_13.png,A person in a shelter,89.086,1.0,0.7553,0.748,0
sd15_only,flux_schnell,75,image_13.png,A person in a drive-in theater,38.48,0.9651,0.7523,0.724,0
sd15_only,flux_schnell,75,image_13.png,A person in a shelter,38.48,0.9651,0.7553,0.7447,0
sd15_only,flux_schnell,70,image_13.png,A person in a drive-in theater,37.811,0.9611,0.7523,0.7367,0
sd15_only,flux_schnell,70,image_13.png,A person in a shelter,37.811,0.9611,0.7553,0.7332,0
sd15_only,flux_schnell,none,image_18.png,A person in a food truck park,87.81,1.0,0.7736,0.7663,0
sd15_only,flux_schnell,none,image_18.png,A person in a ice cream parlor,87.81,1.0,0.7577,0.7698,0
sd15_only,flux_schnell,75,image_18.png,A person in a food truck park,38.419,0.9691,0.7736,0.7643,0
sd15_only,flux_schnell,75,image_18.png,A person in a ice cream parlor,38.419,0.9691,0.7577,0.7634,0
sd15_only,flux_schnell,70,image_18.png,A person in a food truck park,37.703,0.9652,0.7736,0.7509,0
sd15_only,flux_schnell,70,image_18.png,A person in a ice cream parlor,37.703,0.9652,0.7577,0.7491,0
sd15_only,flux_schnell,none,image_22.png,A person in a betting shop,61.366,0.9998,0.5966,0.6223,0
sd15_only,flux_schnell,none,image_22.png,A person in a charity art auction,61.366,0.9998,0.6362,0.6436,0
sd15_only,flux_schnell,75,image_22.png,A person in a betting shop,38.69,0.9647,0.5966,0.6202,0
sd15_only,flux_schnell,75,image_22.png,A person in a charity art auction,38.69,0.9647,0.6362,0.5942,0
sd15_only,flux_schnell,70,image_22.png,A person in a betting shop,38.106,0.9606,0.5966,0.5935,0
sd15_only,flux_schnell,70,image_22.png,A person in a charity art auction,38.106,0.9606,0.6362,0.5913,0
sd15_only,flux_schnell,none,image_23.png,A person in a shelter,84.291,1.0,0.5336,0.5287,0
sd15_only,flux_schnell,none,image_23.png,A person in a local art market,84.291,1.0,0.5225,0.548,0
sd15_only,flux_schnell,75,image_23.png,A person in a shelter,37.597,0.9565,0.5336,0.5404,0
sd15_only,flux_schnell,75,image_23.png,A person in a local art market,37.597,0.9565,0.5225,0.5239,0
sd15_only,flux_schnell,70,image_23.png,A person in a shelter,37.016,0.9514,0.5336,0.5345,0
sd15_only,flux_schnell,70,image_23.png,A person in a local art market,37.016,0.9514,0.5225,0.5324,0
sd15_only,flux_schnell,none,image_29.png,A person in a historic landmark event,87.776,1.0,0.8277,0.8163,0
sd15_only,flux_schnell,none,image_29.png,A person in a gymnasium,87.776,1.0,0.8282,0.8289,0
sd15_only,flux_schnell,75,image_29.png,A person in a historic landmark event,39.314,0.9752,0.8277,0.8068,0
sd15_only,flux_schnell,75,image_29.png,A person in a gymnasium,39.314,0.9752,0.8282,0.8177,0
sd15_only,flux_schnell,70,image_29.png,A person in a historic landmark event,38.652,0.9724,0.8277,0.8017,0
sd15_only,flux_schnell,70,image_29.png,A person in a gymnasium,38.652,0.9724,0.8282,0.807,0
sd15_only,flux_schnell,none,image_32.png,A person in a local art market,86.915,1.0,0.5594,0.5686,0
sd15_only,flux_schnell,none,image_32.png,A person in a pet festival,86.915,1.0,0.5751,0.5874,0
sd15_only,flux_schnell,75,image_32.png,A person in a local art market,37.775,0.9637,0.5594,0.5528,0
sd15_only,flux_schnell,75,image_32.png,A person in a pet festival,37.775,0.9637,0.5751,0.5851,0
sd15_only,flux_schnell,70,image_32.png,A person in a local art market,37.18,0.9593,0.5594,0.5609,0
sd15_only,flux_schnell,70,image_32.png,A person in a pet festival,37.18,0.9593,0.5751,0.5946,0
sd15_only,flux_schnell,none,image_33.png,A person in a basement,80.061,1.0,0.8304,0.8178,0
sd15_only,flux_schnell,none,image_33.png,A person in a movie set,80.061,1.0,0.826,0.8277,0
sd15_only,flux_schnell,75,image_33.png,A person in a basement,39.657,0.9671,0.8304,0.8165,0
sd15_only,flux_schnell,75,image_33.png,A person in a movie set,39.657,0.9671,0.826,0.8224,0
sd15_only,flux_schnell,70,image_33.png,A person in a basement,39.04,0.9629,0.8304,0.8155,0
sd15_only,flux_schnell,70,image_33.png,A person in a movie set,39.04,0.9629,0.826,0.8195,0
sd15_only,flux_schnell,none,image_37.png,A person in a garage,78.357,1.0,0.7492,0.7545,0
sd15_only,flux_schnell,none,image_37.png,A person in a tech startup launch,78.357,1.0,0.7588,0.7415,0
sd15_only,flux_schnell,75,image_37.png,A person in a garage,39.036,0.9693,0.7492,0.7493,0
sd15_only,flux_schnell,75,image_37.png,A person in a tech startup launch,39.036,0.9693,0.7588,0.7337,0
sd15_only,flux_schnell,70,image_37.png,A person in a garage,38.47,0.9664,0.7492,0.7373,0
sd15_only,flux_schnell,70,image_37.png,A person in a tech startup launch,38.47,0.9664,0.7588,0.7314,0
sd15_only,flux_schnell,none,image_47.png,A person in a hot dog stand,87.729,1.0,0.6889,0.6847,0
sd15_only,flux_schnell,none,image_47.png,A person in a creative writing event,87.729,1.0,0.6798,0.7051,0
sd15_only,flux_schnell,75,image_47.png,A person in a hot dog stand,38.041,0.9673,0.6889,0.6617,0
sd15_only,flux_schnell,75,image_47.png,A person in a creative writing event,38.041,0.9673,0.6798,0.7001,0
sd15_only,flux_schnell,70,image_47.png,A person in a hot dog stand,37.462,0.9638,0.6889,0.7138,0
sd15_only,flux_schnell,70,image_47.png,A person in a creative writing event,37.462,0.9638,0.6798,0.7015,0
sd15_only,flux_schnell,none,image_49.png,A person in a music and arts festival,86.681,1.0,0.6092,0.5989,0
sd15_only,flux_schnell,none,image_49.png,A person in a bus stop shelter,86.681,1.0,0.6228,0.5983,0
sd15_only,flux_schnell,75,image_49.png,A person in a music and arts festival,38.351,0.9596,0.6092,0.6046,0
sd15_only,flux_schnell,75,image_49.png,A person in a bus stop shelter,38.351,0.9596,0.6228,0.6207,0
sd15_only,flux_schnell,70,image_49.png,A person in a music and arts festival,37.745,0.9543,0.6092,0.6281,0
sd15_only,flux_schnell,70,image_49.png,A person in a bus stop shelter,37.745,0.9543,0.6228,0.5878,0
sd15_only,flux_schnell,none,image_53.png,A person in a parking structure,87.27,1.0,0.5665,0.5629,0
sd15_only,flux_schnell,none,image_53.png,A person in a science museum exhibit,87.27,1.0,0.5754,0.5857,0
sd15_only,flux_schnell,75,image_53.png,A person in a parking structure,38.573,0.9643,0.5665,0.5671,0
sd15_only,flux_schnell,75,image_53.png,A person in a science museum exhibit,38.573,0.9643,0.5754,0.562,0
sd15_only,flux_schnell,70,image_53.png,A person in a parking structure,37.943,0.959,0.5665,0.5665,0
sd15_only,flux_schnell,70,image_53.png,A person in a science museum exhibit,37.943,0.959,0.5754,0.5622,0
sd15_only,flux_schnell,none,image_57.png,A person in a gym sauna,88.102,1.0,0.7736,0.7645,0
sd15_only,flux_schnell,none,image_57.png,A person in a community theater production,88.102,1.0,0.772,0.7765,0
sd15_only,flux_schnell,75,image_57.png,A person in a gym sauna,38.139,0.9664,0.7736,0.7628,0
sd15_only,flux_schnell,75,image_57.png,A person in a community theater production,38.139,0.9664,0.772,0.7747,0
sd15_only,flux_schnell,70,image_57.png,A person in a gym sauna,37.534,0.9627,0.7736,0.7409,0
sd15_only,flux_schnell,70,image_57.png,A person in a community theater production,37.534,0.9627,0.772,0.7563,0
sd15_only,flux_schnell,none,image_58.png,A person in a costume shop,75.955,1.0,0.6822,0.7032,0
sd15_only,flux_schnell,none,image_58.png,A person in a candle shop,75.955,1.0,0.6845,0.6859,0
sd15_only,flux_schnell,75,image_58.png,A person in a costume shop,34.496,0.9444,0.6822,0.6799,0
sd15_only,flux_schnell,75,image_58.png,A person in a candle shop,34.496,0.9444,0.6845,0.68,0
sd15_only,flux_schnell,70,image_58.png,A person in a costume shop,33.856,0.9381,0.6822,0.6845,0
sd15_only,flux_schnell,70,image_58.png,A person in a candle shop,33.856,0.9381,0.6845,0.681,0
sd15_only,flux_schnell,none,image_66.png,A person in a gym sauna,89.388,1.0,0.8345,0.8303,0
sd15_only,flux_schnell,none,image_66.png,A person in a technology fair,89.388,1.0,0.8395,0.8403,0
sd15_only,flux_schnell,75,image_66.png,A person in a gym sauna,40.2,0.9763,0.8345,0.824,0
sd15_only,flux_schnell,75,image_66.png,A person in a technology fair,40.2,0.9763,0.8395,0.8276,0
sd15_only,flux_schnell,70,image_66.png,A person in a gym sauna,39.578,0.9737,0.8345,0.8214,0
sd15_only,flux_schnell,70,image_66.png,A person in a technology fair,39.578,0.9737,0.8395,0.8281,0
sd15_only,flux_schnell,none,image_67.png,A person in a butcher’s shop,88.827,1.0,0.792,0.8043,0
sd15_only,flux_schnell,none,image_67.png,A person in a pet festival,88.827,1.0,0.8211,0.8191,0
sd15_only,flux_schnell,75,image_67.png,A person in a butcher’s shop,39.683,0.9727,0.792,0.808,0
sd15_only,flux_schnell,75,image_67.png,A person in a pet festival,39.683,0.9727,0.8211,0.7977,0
sd15_only,flux_schnell,70,image_67.png,A person in a butcher’s shop,38.983,0.9696,0.792,0.8026,0
sd15_only,flux_schnell,70,image_67.png,A person in a pet festival,38.983,0.9696,0.8211,0.8168,0
sd15_only,flux_schnell,none,image_73.png,A person in a locker room,86.084,1.0,0.5987,0.6007,0
sd15_only,flux_schnell,none,image_73.png,A person in a street market,86.084,1.0,0.616,0.6002,0
sd15_only,flux_schnell,75,image_73.png,A person in a locker room,37.504,0.9552,0.5987,0.6197,0
sd15_only,flux_schnell,75,image_73.png,A person in a street market,37.504,0.9552,0.616,0.6038,0
sd15_only,flux_schnell,70,image_73.png,A person in a locker room,36.891,0.9502,0.5987,0.6099,0
sd15_only,flux_schnell,70,image_73.png,A person in a street market,36.891,0.9502,0.616,0.5933,0
sd15_only,flux_schnell,none,image_80.png,A person in a hot dog stand,83.598,1.0,0.6414,0.655,0
sd15_only,flux_schnell,none,image_80.png,A person in a bridal fitting room,83.598,1.0,0.613,0.6309,0
sd15_only,flux_schnell,75,image_80.png,A person in a hot dog stand,37.282,0.9632,0.6414,0.636,0
sd15_only,flux_schnell,75,image_80.png,A person in a bridal fitting room,37.282,0.9632,0.613,0.598,0
sd15_only,flux_schnell,70,image_80.png,A person in a hot dog stand,36.501,0.9573,0.6414,0.6207,0
sd15_only,flux_schnell,70,image_80.png,A person in a bridal fitting room,36.501,0.9573,0.613,0.6329,0
sd15_only,flux_schnell,none,image_82.png,A person in a beach resort,89.514,1.0,0.6759,0.6881,0
sd15_only,flux_schnell,none,image_82.png,A person in a transit station,89.514,1.0,0.6694,0.6595,0
sd15_only,flux_schnell,75,image_82.png,A person in a beach resort,40.209,0.9737,0.6759,0.6897,0
sd15_only,flux_schnell,75,image_82.png,A person in a transit station,40.209,0.9737,0.6694,0.6554,0
sd15_only,flux_schnell,70,image_82.png,A person in a beach resort,39.469,0.9697,0.6759,0.6623,0
sd15_only,flux_schnell,70,image_82.png,A person in a transit station,39.469,0.9697,0.6694,0.6385,0
sd15_only,flux_schnell,none,image_93.png,A person in a motel room,82.869,1.0,0.7245,0.7377,0
sd15_only,flux_schnell,none,image_93.png,A person in a tech launch event,82.869,1.0,0.7406,0.7367,0
sd15_only,flux_schnell,75,image_93.png,A person in a motel room,35.343,0.9631,0.7245,0.7172,0
sd15_only,flux_schnell,75,image_93.png,A person in a tech launch event,35.343,0.9631,0.7406,0.7245,0
sd15_only,flux_schnell,70,image_93.png,A person in a motel room,34.618,0.9582,0.7245,0.7311,0
sd15_only,flux_schnell,70,image_93.png,A person in a tech launch event,34.618,0.9582,0.7406,0.736,0
sd15_only,flux_schnell,none,image_94.png,A person in a computer lab,76.658,1.0,0.8604,0.8581,0
sd15_only,flux_schnell,none,image_94.png,A person in a lobby,76.658,1.0,0.8475,0.8568,0
sd15_only,flux_schnell,75,image_94.png,A person in a computer lab,37.508,0.9684,0.8604,0.8499,0
sd15_only,flux_schnell,75,image_94.png,A person in a lobby,37.508,0.9684,0.8475,0.8504,0
sd15_only,flux_schnell,70,image_94.png,A person in a computer lab,36.77,0.9642,0.8604,0.8335,0
sd15_only,flux_schnell,70,image_94.png,A person in a lobby,36.77,0.9642,0.8475,0.8337,0
sd15_only,flux_schnell,none,image_104.png,A person in a pet festival,87.855,1.0,0.7301,0.7372,0
sd15_only,flux_schnell,none,image_104.png,A person in a slum,87.855,1.0,0.7281,0.7405,0
sd15_only,flux_schnell,75,image_104.png,A person in a pet festival,38.819,0.9665,0.7301,0.7171,0
sd15_only,flux_schnell,75,image_104.png,A person in a slum,38.819,0.9665,0.7281,0.7284,0
sd15_only,flux_schnell,70,image_104.png,A person in a pet festival,38.204,0.9625,0.7301,0.7251,0
sd15_only,flux_schnell,70,image_104.png,A person in a slum,38.204,0.9625,0.7281,0.7077,0
sd15_only,flux_schnell,none,image_110.png,A person in a gym sauna,89.367,1.0,0.7371,0.7359,0
sd15_only,flux_schnell,none,image_110.png,A person in a glass factory,89.367,1.0,0.7304,0.7321,0
sd15_only,flux_schnell,75,image_110.png,A person in a gym sauna,39.318,0.9699,0.7371,0.7341,0
sd15_only,flux_schnell,75,image_110.png,A person in a glass factory,39.318,0.9699,0.7304,0.7148,0
sd15_only,flux_schnell,70,image_110.png,A person in a gym sauna,38.719,0.9665,0.7371,0.7244,0
sd15_only,flux_schnell,70,image_110.png,A person in a glass factory,38.719,0.9665,0.7304,0.7558,0
sd15_only,flux_schnell,none,image_115.png,A person in a tram stop,86.178,1.0,0.6251,0.6267,0
sd15_only,flux_schnell,none,image_115.png,A person in a fish market,86.178,1.0,0.6143,0.6207,0
sd15_only,flux_schnell,75,image_115.png,A person in a tram stop,36.618,0.959,0.6251,0.6315,0
sd15_only,flux_schnell,75,image_115.png,A person in a fish market,36.618,0.959,0.6143,0.6242,0
sd15_only,flux_schnell,70,image_115.png,A person in a tram stop,35.864,0.9532,0.6251,0.6217,0
sd15_only,flux_schnell,70,image_115.png,A person in a fish market,35.864,0.9532,0.6143,0.6158,0
sd15_only,flux_schnell,none,image_121.png,A person in a basement,88.546,1.0,0.7015,0.7076,0
sd15_only,flux_schnell,none,image_121.png,A person in a dormitory,88.546,1.0,0.7079,0.7091,0
sd15_only,flux_schnell,75,image_121.png,A person in a basement,39.151,0.968,0.7015,0.7013,0
sd15_only,flux_schnell,75,image_121.png,A person in a dormitory,39.151,0.968,0.7079,0.7143,0
sd15_only,flux_schnell,70,image_121.png,A person in a basement,38.559,0.964,0.7015,0.6939,0
sd15_only,flux_schnell,70,image_121.png,A person in a dormitory,38.559,0.964,0.7079,0.6895,0
sd15_only,flux_schnell,none,image_129.png,A person in a tech startup,86.221,1.0,0.7012,0.666,0
sd15_only,flux_schnell,none,image_129.png,A person in a brewery tour,86.221,1.0,0.6924,0.7103,0
sd15_only,flux_schnell,75,image_129.png,A person in a tech startup,37.872,0.9747,0.7012,0.7015,0
sd15_only,flux_schnell,75,image_129.png,A person in a brewery tour,37.872,0.9747,0.6924,0.6793,0
sd15_only,flux_schnell,70,image_129.png,A person in a tech startup,37.154,0.9712,0.7012,0.6732,0
sd15_only,flux_schnell,70,image_129.png,A person in a brewery tour,37.154,0.9712,0.6924,0.6989,0
sd15_only,flux_schnell,none,image_133.png,A person in a laundry room,81.012,1.0,0.3955,0.4251,0
sd15_only,flux_schnell,none,image_133.png,A person in a tech startup,81.012,1.0,0.4407,0.4341,0
sd15_only,flux_schnell,75,image_133.png,A person in a laundry room,34.986,0.962,0.3955,0.3973,0
sd15_only,flux_schnell,75,image_133.png,A person in a tech startup,34.986,0.962,0.4407,0.4412,0
sd15_only,flux_schnell,70,image_133.png,A person in a laundry room,34.354,0.9569,0.3955,0.4221,0
sd15_only,flux_schnell,70,image_133.png,A person in a tech startup,34.354,0.9569,0.4407,0.3767,1
sd15_only,flux_schnell,none,image_135.png,A person in a music studio,85.55,1.0,0.6627,0.6662,0
sd15_only,flux_schnell,none,image_135.png,A person in a local crafts market,85.55,1.0,0.6753,0.6775,0
sd15_only,flux_schnell,75,image_135.png,A person in a music studio,37.128,0.9565,0.6627,0.6534,0
sd15_only,flux_schnell,75,image_135.png,A person in a local crafts market,37.128,0.9565,0.6753,0.6796,0
sd15_only,flux_schnell,70,image_135.png,A person in a music studio,36.489,0.9514,0.6627,0.6906,0
sd15_only,flux_schnell,70,image_135.png,A person in a local crafts market,36.489,0.9514,0.6753,0.6633,0
sd15_only,flux_schnell,none,image_142.png,A person in a bowling alley,90.546,1.0,0.6375,0.6357,0
sd15_only,flux_schnell,none,image_142.png,A person in a climbing wall,90.546,1.0,0.6353,0.6276,0
sd15_only,flux_schnell,75,image_142.png,A person in a bowling alley,38.947,0.9624,0.6375,0.6064,0
sd15_only,flux_schnell,75,image_142.png,A person in a climbing wall,38.947,0.9624,0.6353,0.6174,0
sd15_only,flux_schnell,70,image_142.png,A person in a bowling alley,38.353,0.9578,0.6375,0.6265,0
sd15_only,flux_schnell,70,image_142.png,A person in a climbing wall,38.353,0.9578,0.6353,0.6209,0
sd15_only,flux_schnell,none,image_149.png,A person in a music and arts festival,90.458,1.0,0.6183,0.6046,0
sd15_only,flux_schnell,none,image_149.png,A person in a costume party,90.458,1.0,0.602,0.6452,0
sd15_only,flux_schnell,75,image_149.png,A person in a music and arts festival,40.573,0.9676,0.6183,0.6119,0
sd15_only,flux_schnell,75,image_149.png,A person in a costume party,40.573,0.9676,0.602,0.6187,0
sd15_only,flux_schnell,70,image_149.png,A person in a music and arts festival,39.959,0.9635,0.6183,0.597,0
sd15_only,flux_schnell,70,image_149.png,A person in a costume party,39.959,0.9635,0.602,0.5938,0
sd15_only,flux_schnell,none,image_151.png,A person in a charity art auction,73.329,1.0,0.7775,0.7545,0
sd15_only,flux_schnell,none,image_151.png,A person in a customs checkpoint,73.329,1.0,0.7728,0.7716,0
sd15_only,flux_schnell,75,image_151.png,A person in a charity art auction,39.517,0.9607,0.7775,0.7635,0
sd15_only,flux_schnell,75,image_151.png,A person in a customs checkpoint,39.517,0.9607,0.7728,0.7563,0
sd15_only,flux_schnell,70,image_151.png,A person in a charity art auction,38.926,0.9562,0.7775,0.7551,0
sd15_only,flux_schnell,70,image_151.png,A person in a customs checkpoint,38.926,0.9562,0.7728,0.7357,0
sd15_only,flux_schnell,none,image_152.png,A person in a city food tour,87.704,1.0,0.7027,0.7147,0
sd15_only,flux_schnell,none,image_152.png,A person in a flea market,87.704,1.0,0.7009,0.7103,0
sd15_only,flux_schnell,75,image_152.png,A person in a city food tour,38.405,0.9636,0.7027,0.6958,0
sd15_only,flux_schnell,75,image_152.png,A person in a flea market,38.405,0.9636,0.7009,0.6994,0
sd15_only,flux_schnell,70,image_152.png,A person in a city food tour,37.805,0.9592,0.7027,0.7026,0
sd15_only,flux_schnell,70,image_152.png,A person in a flea market,37.805,0.9592,0.7009,0.7007,0
sd15_only,flux_schnell,none,image_160.png,A person in a flower garden,55.168,0.9999,0.6059,0.6117,0
sd15_only,flux_schnell,none,image_160.png,A person in a sports field,55.168,0.9999,0.6179,0.629,0
sd15_only,flux_schnell,75,image_160.png,A person in a flower garden,36.635,0.9549,0.6059,0.6335,0
sd15_only,flux_schnell,75,image_160.png,A person in a sports field,36.635,0.9549,0.6179,0.6127,0
sd15_only,flux_schnell,70,image_160.png,A person in a flower garden,36.002,0.9497,0.6059,0.609,0
sd15_only,flux_schnell,70,image_160.png,A person in a sports field,36.002,0.9497,0.6179,0.6353,0
sd15_only,flux_schnell,none,image_163.png,A person in a slum,85.929,1.0,0.4092,0.3922,0
sd15_only,flux_schnell,none,image_163.png,A person in a nightclub,85.929,1.0,0.4008,0.4054,0
sd15_only,flux_schnell,75,image_163.png,A person in a slum,37.266,0.9674,0.4092,0.3878,0
sd15_only,flux_schnell,75,image_163.png,A person in a nightclub,37.266,0.9674,0.4008,0.3954,0
sd15_only,flux_schnell,70,image_163.png,A person in a slum,36.274,0.9608,0.4092,0.378,0
sd15_only,flux_schnell,70,image_163.png,A person in a nightclub,36.274,0.9608,0.4008,0.4024,0
sd15_only,flux_schnell,none,image_165.png,A person in a digital art gallery,86.975,1.0,0.6582,0.6442,0
sd15_only,flux_schnell,none,image_165.png,A person in a cocktail bar,86.975,1.0,0.647,0.6436,0
sd15_only,flux_schnell,75,image_165.png,A person in a digital art gallery,38.145,0.9638,0.6582,0.636,0
sd15_only,flux_schnell,75,image_165.png,A person in a cocktail bar,38.145,0.9638,0.647,0.6367,0
